abstract hip hop
acid jazz
acid rock
acid techno
acoustic blues
acoustic rock
afro house
afrobeat
afrobeats
aggrotech
alternative country
alternative dance
alternative folk
alternative hip hop
alternative metal
alternative pop
alternative punk
alternative r&b
alternative rock
amapiano
ambient
ambient pop
ambient techno
americana
anarcho-punk
aor
art pop
art punk
art rock
atmospheric black metal
audio drama
avant-folk
avant-garde
avant-garde jazz
avant-garde metal
avant-prog
bachata
ballad
banda sinaloense
barbershop
baroque
baroque pop
bass house
beat music
beatdown hardcore
bebop
bedroom pop
big band
black metal
blackened death metal
blackgaze
blue-eyed soul
bluegrass
blues
blues rock
bolero
boogie
boom bap
bossa nova
breakbeat
breakcore
breaks
british rhythm & blues
britpop
brutal death metal
bubblegum dance
bubblegum pop
c-pop
cabaret
cantopop
celtic
chalga
chamber pop
chanson française
chicago blues
children's music
chillout
chillwave
chiptune
christian metal
christian rock
christmas music
city pop
classic rock
classical
classical crossover
cloud rap
club
coldwave
comedy
comedy rock
conscious hip hop
contemporary christian
contemporary classical
contemporary country
contemporary folk
contemporary gospel
contemporary jazz
contemporary r&b
contra
cool jazz
corrido
country
country blues
country folk
country pop
country rock
crossover prog
crossover thrash
crust punk
cumbia
cyberpunk
d-beat
dance
dance-pop
dance-punk
dancehall
dark ambient
dark electro
dark folk
dark psytrance
dark wave
darksynth
death metal
death-doom metal
deathcore
deathgrind
deathrock
deep house
delta blues
depressive black metal
desert rock
disco
disco polo
dixieland
djent
doo-wop
doom metal
downtempo
dream pop
drill
drone
drone metal
drum and bass
dub
dub techno
dubstep
dungeon synth
east coast hip hop
easy listening
easycore
ebm
edm
electric blues
electro
electro house
electro-industrial
electroacoustic
electroclash
electronic
electronic rock
electronica
electropop
electropunk
emo
emo pop
emo rap
emocore
enka
euro house
eurodance
europop
experimental
experimental electronic
experimental hip hop
experimental rock
fado
field recording
filk
filmi
flamenco
folk
folk metal
folk pop
folk punk
folk rock
folktronica
forest psytrance
free improvisation
free jazz
funeral doom metal
funk
funk rock
future bass
future house
futurepop
gabber
gangsta rap
garage punk
garage rock
garage rock revival
glam
glam metal
glam rock
glitch
glitch hop
goa trance
goregrind
gospel
gothic
gothic metal
gothic rock
grime
grindcore
groove metal
grunge
happy hardcore
hard bop
hard rock
hard trance
hardcore hip hop
hardcore punk
hardcore techno
hardstyle
harsh noise
harsh noise wall
heavy metal
heavy psych
hip hop
horror punk
horrorcore
house
hyperpop
idm
idol kayō
indie folk
indie pop
indie rock
indietronica
industrial
industrial metal
industrial rock
instrumental
instrumental hip hop
instrumental rock
irish folk
italo-disco
j-pop
j-rock
jam band
jangle pop
jazz
jazz fusion
jazz pop
jazz rap
jazz rock
jazz-funk
jungle
k-pop
kayōkyoku
korean ballad
krautrock
laiko
latin
latin ballad
latin jazz
latin pop
latin rock
leftfield
lo-fi
lo-fi hip hop
lounge
mandopop
math rock
mathcore
medieval
melodic black metal
melodic death metal
melodic hardcore
melodic house
melodic metalcore
melodic techno
merengue
metal
metalcore
midwest emo
minimal synth
minimal techno
minimal wave
minimalism
mod
modern classical
mpb
musical
musique concrète
neo soul
neo-progressive rock
neo-psychedelia
neofolk
nerdcore
neue deutsche welle
new age
new jack swing
new orleans r&b
new wave
no wave
noise
noise pop
noise rock
noisecore
norteño
nu disco
nu jazz
nu metal
nwobhm
nyū myūjikku
occult rock
oi
old-time
opera
opm
orchestral
pagan black metal
peak time techno
persian pop
phonk
piano blues
plunderphonics
poetry
pop
pop punk
pop rap
pop rock
pop soul
post-bop
post-grunge
post-hardcore
post-industrial
post-metal
post-punk
post-punk revival
post-rock
power electronics
power metal
power pop
powerviolence
production music
progressive
progressive electronic
progressive folk
progressive house
progressive metal
progressive pop
progressive rock
progressive trance
psychedelic
psychedelic folk
psychedelic pop
psychedelic rock
psychobilly
psytrance
punk
punk rock
quiet storm
r&b
ragga
ranchera
rap metal
rap rock
rapcore
rave
reggae
reggaeton
regional mexicano
renaissance
riddim dubstep
rock
rock and roll
rockabilly
rocksteady
romantic classical
roots reggae
roots rock
salsa
samba
schlager
screamo
sertanejo
shoegaze
sierreño
singer-songwriter
ska
ska punk
skate punk
slam death metal
slowcore
sludge metal
smooth jazz
smooth soul
soft rock
soul
soul jazz
sound collage
southern gospel
southern hip hop
southern rock
space rock
speed metal
spoken word
stoner metal
stoner rock
string quartet
sunshine pop
surf
surf rock
swing
symphonic black metal
symphonic metal
symphonic prog
symphonic rock
symphony
synth-pop
synthwave
t-pop
tango
tech house
technical death metal
techno
teen pop
thrash metal
traditional country
traditional pop
trance
trap
trap edm
trap latino
trip hop
uk garage
underground hip hop
vallenato
vaporwave
viking metal
visual kei
vocal jazz
wave
west coast hip hop
western
witch house
world fusion
